time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City,State
2018-07-11,29.3,23.3,35.6,0.0,0.0,193.0,6.8,,1016.1,,Austin,Texas
2018-07-12,29.7,23.9,35.6,0.0,0.0,191.0,7.6,,1015.9,,Austin,Texas
2018-07-13,29.7,24.4,35.6,0.0,0.0,183.0,9.0,,1016.8,,Austin,Texas
2018-07-14,30.0,25.0,36.1,0.0,0.0,183.0,8.6,,1016.4,,Austin,Texas
2018-07-15,29.9,25.6,36.1,0.0,0.0,185.0,9.7,,1015.1,,Austin,Texas
2018-07-16,30.3,24.4,37.2,0.0,0.0,196.0,9.0,,1015.6,,Austin,Texas
2018-07-17,30.2,23.3,38.3,0.0,0.0,203.0,7.6,,1016.0,,Austin,Texas
2018-07-18,31.6,25.0,38.9,0.0,0.0,196.0,7.9,,1013.6,,Austin,Texas
2018-07-19,31.8,25.0,39.4,0.0,0.0,191.0,7.9,,1011.6,,Austin,Texas
2018-07-20,31.8,25.0,39.4,0.0,0.0,186.0,8.3,,1012.5,,Austin,Texas
2018-07-21,31.3,23.9,40.0,0.0,0.0,191.0,7.9,,1013.8,,Austin,Texas
2018-07-22,32.1,24.4,41.1,0.0,0.0,196.0,6.8,,1012.4,,Austin,Texas
2018-07-23,34.0,25.6,43.3,0.0,0.0,199.0,5.4,,1010.0,,Austin,Texas
2018-07-24,33.3,28.9,38.3,0.0,0.0,59.0,7.2,,1012.7,,Austin,Texas
2018-07-25,31.7,25.0,38.3,0.0,0.0,95.0,2.5,,1015.0,,Austin,Texas
2018-07-26,31.6,24.4,38.3,0.0,0.0,183.0,5.8,,1014.4,,Austin,Texas
2018-07-27,31.7,24.4,39.4,0.0,0.0,180.0,7.9,,1014.8,,Austin,Texas
2018-07-28,31.2,23.3,38.9,0.0,0.0,168.0,7.9,,1015.3,,Austin,Texas
2018-07-29,32.0,25.0,39.4,0.0,0.0,176.0,6.5,,1013.8,,Austin,Texas
2018-07-30,31.9,25.6,37.8,0.0,0.0,174.0,7.2,,1013.1,,Austin,Texas
2018-07-31,31.0,26.7,36.7,0.0,0.0,3.0,6.1,,1013.9,,Austin,Texas
2018-08-01,30.2,22.2,37.8,0.0,0.0,19.0,5.4,,1014.6,,Austin,Texas
2018-08-02,29.7,21.1,37.8,0.0,0.0,107.0,5.0,,1014.5,,Austin,Texas
2018-08-03,30.6,23.3,37.2,0.0,0.0,153.0,8.3,,1014.7,,Austin,Texas
2018-08-04,29.6,23.3,38.3,0.0,0.0,157.0,8.3,,1014.5,,Austin,Texas
2018-08-05,29.9,25.0,36.7,0.3,0.0,154.0,9.7,,1017.4,,Austin,Texas
2018-08-06,29.7,24.4,36.7,0.0,0.0,149.0,7.9,,1017.1,,Austin,Texas
2018-08-07,30.2,25.0,37.8,0.0,0.0,167.0,9.0,,1015.4,,Austin,Texas
2018-08-08,31.1,25.6,38.9,0.0,0.0,175.0,9.4,,1014.5,,Austin,Texas
2018-08-09,30.7,24.4,38.3,0.0,0.0,178.0,9.4,,1014.8,,Austin,Texas
2018-08-10,29.8,25.6,35.6,0.0,0.0,173.0,7.9,,1014.9,,Austin,Texas
2018-08-11,27.2,23.9,35.6,5.8,0.0,154.0,3.2,,1014.9,,Austin,Texas
2018-08-12,26.0,23.3,32.2,2.3,0.0,159.0,5.8,,1015.5,,Austin,Texas
2018-08-13,30.0,25.0,37.2,0.0,0.0,158.0,11.9,,1014.5,,Austin,Texas
2018-08-14,29.9,24.4,37.8,0.0,0.0,170.0,11.9,,1013.7,,Austin,Texas
2018-08-15,31.0,25.0,38.9,0.0,0.0,177.0,9.7,,1013.6,,Austin,Texas
2018-08-16,31.7,25.6,39.4,0.0,0.0,177.0,9.4,,1015.0,,Austin,Texas
2018-08-17,31.7,24.4,40.6,0.0,0.0,177.0,9.7,,1015.8,,Austin,Texas
2018-08-18,32.0,25.0,40.0,0.0,0.0,182.0,8.6,,1014.2,,Austin,Texas
2018-08-19,31.5,25.0,39.4,0.0,0.0,181.0,9.7,,1010.9,,Austin,Texas
2018-08-20,31.7,26.1,40.0,0.0,0.0,180.0,7.2,,1013.5,,Austin,Texas
2018-08-21,32.5,25.6,40.0,0.0,0.0,178.0,6.1,,1016.5,,Austin,Texas
2018-08-22,32.5,26.7,40.0,0.0,0.0,162.0,5.0,,1017.6,,Austin,Texas
2018-08-23,32.7,25.0,40.0,0.0,0.0,177.0,7.2,,1015.2,,Austin,Texas
2018-08-24,31.7,25.0,39.4,0.0,0.0,171.0,9.0,,1012.5,,Austin,Texas
2018-08-25,31.3,25.6,38.9,0.0,0.0,163.0,10.8,,1014.4,,Austin,Texas
2018-08-26,31.5,26.1,38.9,0.0,0.0,170.0,10.1,,1015.2,,Austin,Texas
2018-08-27,31.2,26.1,38.9,0.0,0.0,170.0,9.0,,1013.0,,Austin,Texas
2018-08-28,31.4,26.1,39.4,0.0,0.0,164.0,10.4,,1012.9,,Austin,Texas
2018-08-29,30.4,26.1,38.9,0.0,0.0,156.0,10.8,,1014.5,,Austin,Texas
2018-08-30,29.9,25.0,37.2,0.0,0.0,149.0,6.1,,1015.0,,Austin,Texas
2018-08-31,30.0,23.3,37.8,0.0,0.0,153.0,7.9,,1012.9,,Austin,Texas
2018-09-01,30.4,23.9,37.8,0.0,0.0,141.0,6.1,,1011.4,,Austin,Texas
2018-09-02,29.8,25.0,37.2,0.0,0.0,136.0,6.8,,1011.0,,Austin,Texas
2018-09-03,27.0,24.4,36.1,17.0,0.0,152.0,5.8,,1012.2,,Austin,Texas
2018-09-04,26.4,23.3,33.9,10.2,0.0,119.0,6.5,,1013.9,,Austin,Texas
2018-09-05,27.6,24.4,35.6,2.3,0.0,92.0,5.8,,1014.9,,Austin,Texas
2018-09-06,27.8,23.9,36.1,0.5,0.0,40.0,3.6,,1015.9,,Austin,Texas
2018-09-07,26.3,23.9,31.7,15.2,0.0,220.0,1.4,,1014.5,,Austin,Texas
2018-09-08,26.4,23.3,31.7,0.0,0.0,294.0,4.3,,1012.2,,Austin,Texas
2018-09-09,24.1,22.8,26.1,32.5,0.0,8.0,3.2,,1011.4,,Austin,Texas
2018-09-10,23.2,21.7,25.0,2.3,0.0,22.0,4.0,,1013.3,,Austin,Texas
2018-09-11,23.9,21.7,29.4,19.3,0.0,33.0,4.7,,1013.7,,Austin,Texas
2018-09-12,26.0,23.3,31.1,0.3,0.0,72.0,4.3,,1014.2,,Austin,Texas
2018-09-13,26.4,23.3,33.3,0.0,0.0,65.0,6.1,,1014.7,,Austin,Texas
2018-09-14,24.7,22.8,29.4,3.0,0.0,59.0,5.8,,1014.1,,Austin,Texas
2018-09-15,25.1,23.3,30.0,4.8,0.0,76.0,6.5,,1013.6,,Austin,Texas
2018-09-16,26.0,23.3,32.8,2.3,0.0,118.0,2.9,,1013.4,,Austin,Texas
2018-09-17,27.0,21.7,33.9,0.0,0.0,204.0,2.9,,1014.1,,Austin,Texas
2018-09-18,28.4,22.8,35.0,0.0,0.0,189.0,3.2,,1014.0,,Austin,Texas
2018-09-19,28.1,22.2,34.4,0.0,0.0,175.0,5.4,,1012.9,,Austin,Texas
2018-09-20,26.1,23.3,32.2,8.4,0.0,154.0,6.1,,1012.9,,Austin,Texas
2018-09-21,27.2,25.0,31.1,5.8,0.0,149.0,6.5,,1012.5,,Austin,Texas
2018-09-22,23.1,20.0,26.1,41.9,0.0,299.0,9.4,,1013.0,,Austin,Texas
2018-09-23,22.4,20.0,26.1,0.0,0.0,309.0,3.6,,1012.6,,Austin,Texas
2018-09-24,25.1,21.7,30.6,0.0,0.0,221.0,2.9,,1012.1,,Austin,Texas
2018-09-25,28.3,23.9,35.0,0.0,0.0,173.0,8.3,,1012.4,,Austin,Texas
2018-09-26,26.3,20.0,31.1,0.5,0.0,329.0,8.3,,1015.6,,Austin,Texas
2018-09-27,21.5,16.7,27.8,0.0,0.0,6.0,7.6,,1017.2,,Austin,Texas
2018-09-28,23.0,17.2,28.3,1.5,0.0,,4.3,,1017.0,,Austin,Texas
2018-09-29,23.8,22.2,25.6,34.3,0.0,115.0,4.7,,1018.5,,Austin,Texas
2018-09-30,24.4,21.7,30.6,0.0,0.0,126.0,2.9,,1018.5,,Austin,Texas
2018-10-01,24.8,21.7,30.6,4.6,0.0,138.0,4.0,,1018.8,,Austin,Texas
2018-10-02,26.2,22.8,31.1,0.0,0.0,141.0,5.8,,1018.1,,Austin,Texas
2018-10-03,27.5,23.9,32.8,0.0,0.0,172.0,8.6,,1015.1,,Austin,Texas
2018-10-04,27.3,23.3,32.8,4.8,0.0,163.0,6.1,,1015.0,,Austin,Texas
2018-10-05,27.4,23.9,32.2,0.0,0.0,160.0,9.4,,1013.6,,Austin,Texas
2018-10-06,26.8,24.4,31.7,0.8,0.0,154.0,7.9,,1012.5,,Austin,Texas
2018-10-07,26.0,22.2,31.1,4.8,0.0,145.0,10.1,,1011.8,,Austin,Texas
2018-10-08,24.3,22.2,28.9,24.4,0.0,128.0,6.1,,1009.6,,Austin,Texas
2018-10-09,23.5,20.0,27.2,16.0,0.0,159.0,5.4,,1006.1,,Austin,Texas
2018-10-10,21.3,17.2,26.7,0.0,0.0,346.0,5.4,,1011.5,,Austin,Texas
2018-10-11,19.8,16.1,23.9,0.0,0.0,41.0,5.8,,1017.2,,Austin,Texas
2018-10-12,23.3,17.2,30.0,0.0,0.0,141.0,7.6,,1013.7,,Austin,Texas
2018-10-13,26.5,20.0,32.2,37.6,0.0,170.0,11.2,,1007.9,,Austin,Texas
2018-10-14,25.0,19.4,32.2,3.6,0.0,155.0,7.2,,1009.4,,Austin,Texas
2018-10-15,9.8,6.7,21.1,41.9,0.0,348.0,14.0,,1020.3,,Austin,Texas
2018-10-16,9.1,7.8,10.0,18.8,0.0,351.0,9.4,,1022.8,,Austin,Texas
2018-10-17,11.8,10.0,15.0,0.5,0.0,358.0,9.4,,1025.2,,Austin,Texas
2018-10-18,13.9,11.7,15.6,4.1,0.0,9.0,7.2,,1025.8,,Austin,Texas
2018-10-19,16.4,15.0,17.8,13.0,0.0,4.0,2.9,,1021.7,,Austin,Texas
2018-10-20,17.7,16.7,19.4,0.0,0.0,3.0,8.3,,1021.7,,Austin,Texas
2018-10-21,17.7,13.3,23.3,0.0,0.0,21.0,7.2,,1024.4,,Austin,Texas
2018-10-22,15.4,12.8,18.3,0.5,0.0,15.0,0.4,,1022.1,,Austin,Texas
2018-10-23,15.8,12.2,21.1,3.6,0.0,21.0,1.8,,1021.5,,Austin,Texas
2018-10-24,15.3,13.9,17.2,13.0,0.0,16.0,5.0,,1016.7,,Austin,Texas
2018-10-25,15.9,12.8,20.6,0.0,0.0,325.0,6.1,,1013.9,,Austin,Texas
2018-10-26,18.1,11.1,26.7,0.0,0.0,311.0,3.6,,1014.9,,Austin,Texas
2018-10-27,20.6,12.2,30.0,0.0,0.0,233.0,4.0,,1017.0,,Austin,Texas
2018-10-28,21.9,15.0,29.4,0.0,0.0,222.0,3.6,,1019.3,,Austin,Texas
2018-10-29,21.9,16.7,28.9,0.0,0.0,200.0,6.5,,1018.2,,Austin,Texas
2018-10-30,23.1,19.4,28.9,0.0,0.0,180.0,9.4,,1013.6,,Austin,Texas
2018-10-31,21.8,13.9,27.8,4.8,0.0,188.0,9.7,,1010.1,,Austin,Texas
2018-11-01,14.9,9.4,21.1,0.0,0.0,330.0,8.3,,1014.1,,Austin,Texas
2018-11-02,15.6,7.8,24.4,0.0,0.0,270.0,4.0,,1018.4,,Austin,Texas
2018-11-03,18.3,10.6,26.1,0.0,0.0,183.0,9.4,,1013.7,,Austin,Texas
2018-11-04,17.8,13.3,23.3,10.9,0.0,27.0,5.0,,1016.6,,Austin,Texas
2018-11-05,20.1,12.8,26.7,0.0,0.0,194.0,4.7,,1009.8,,Austin,Texas
2018-11-06,20.7,15.6,26.1,0.0,0.0,175.0,2.5,,1010.9,,Austin,Texas
2018-11-07,24.0,17.2,30.0,0.0,0.0,270.0,5.4,,1012.3,,Austin,Texas
2018-11-08,15.5,13.3,17.2,14.7,0.0,16.0,9.4,,1016.3,,Austin,Texas
2018-11-09,11.9,10.0,15.0,8.9,0.0,7.0,15.1,,1024.6,,Austin,Texas
2018-11-10,9.6,7.8,12.2,0.0,0.0,52.0,6.8,,1027.8,,Austin,Texas
2018-11-11,10.1,8.3,12.8,5.6,0.0,101.0,3.6,,1020.0,,Austin,Texas
2018-11-12,7.8,2.8,10.0,2.8,0.0,354.0,10.8,,1021.6,,Austin,Texas
2018-11-13,3.5,1.1,8.9,0.0,0.0,332.0,12.6,,1033.9,,Austin,Texas
2018-11-14,5.0,-1.6,12.8,0.0,0.0,326.0,5.0,,1032.5,,Austin,Texas
2018-11-15,8.5,-0.5,18.3,0.0,0.0,215.0,3.2,,1025.5,,Austin,Texas
2018-11-16,11.6,2.8,21.7,0.0,0.0,210.0,2.5,,1021.9,,Austin,Texas
2018-11-17,15.2,6.7,23.3,0.0,0.0,168.0,5.0,,1019.4,,Austin,Texas
2018-11-18,11.5,6.7,17.8,0.8,0.0,1.0,7.9,,1022.9,,Austin,Texas
2018-11-19,9.1,6.1,11.7,0.0,0.0,2.0,6.5,,1023.4,,Austin,Texas
2018-11-20,10.4,5.0,17.2,0.0,0.0,2.0,5.8,,1027.0,,Austin,Texas
2018-11-21,9.5,4.4,13.3,0.0,0.0,20.0,2.2,,1027.4,,Austin,Texas
2018-11-22,13.3,10.0,17.2,0.0,0.0,124.0,3.2,,1024.1,,Austin,Texas
2018-11-23,16.9,10.0,26.1,0.0,0.0,240.0,5.8,,1013.3,,Austin,Texas
2018-11-24,16.6,8.9,24.4,0.0,0.0,218.0,5.8,,1009.5,,Austin,Texas
2018-11-25,15.9,9.4,20.6,0.0,0.0,307.0,10.8,,1012.9,,Austin,Texas
2018-11-26,9.1,3.3,16.1,0.0,0.0,345.0,9.0,,1026.3,,Austin,Texas
2018-11-27,9.0,0.6,17.8,0.0,0.0,215.0,3.6,,1023.5,,Austin,Texas
2018-11-28,14.6,7.8,22.8,0.0,0.0,192.0,7.2,,1015.1,,Austin,Texas
2018-11-29,18.1,12.2,24.4,0.0,0.0,188.0,6.1,,1011.2,,Austin,Texas
2018-11-30,21.1,18.9,25.6,0.3,0.0,171.0,9.4,,1006.0,,Austin,Texas
2018-12-01,18.5,10.6,25.6,0.5,0.0,269.0,5.8,,1004.8,,Austin,Texas
2018-12-02,14.7,9.4,21.1,0.0,0.0,357.0,6.8,,1010.2,,Austin,Texas
2018-12-03,12.4,8.9,17.2,0.0,0.0,21.0,9.4,,1020.1,,Austin,Texas
2018-12-04,8.7,3.9,14.4,0.0,0.0,27.0,7.2,,1027.4,,Austin,Texas
2018-12-05,8.8,4.4,12.8,0.0,0.0,91.0,4.0,,1029.0,,Austin,Texas
2018-12-06,12.2,10.6,13.3,9.4,0.0,109.0,3.2,,1022.8,,Austin,Texas
2018-12-07,10.5,7.8,13.3,63.8,0.0,354.0,10.8,,1022.6,,Austin,Texas
2018-12-08,6.8,5.0,8.3,1.0,0.0,338.0,12.2,,1022.3,,Austin,Texas
2018-12-09,6.9,2.8,13.3,0.0,0.0,335.0,9.0,,1027.5,,Austin,Texas
2018-12-10,7.2,1.7,15.6,0.0,0.0,284.0,3.6,,1029.8,,Austin,Texas
2018-12-11,8.5,0.0,17.2,0.0,0.0,198.0,4.7,,1027.0,,Austin,Texas
2018-12-12,14.5,10.0,18.9,0.0,0.0,174.0,5.8,,1015.4,,Austin,Texas
2018-12-13,14.8,6.7,21.1,0.0,0.0,259.0,14.0,,1008.0,,Austin,Texas
2018-12-14,8.7,6.1,11.7,0.0,0.0,316.0,16.9,,1017.2,,Austin,Texas
2018-12-15,11.6,5.6,20.6,0.0,0.0,310.0,7.9,,1023.3,,Austin,Texas
2018-12-16,10.9,3.9,17.8,0.0,0.0,249.0,2.9,,1025.6,,Austin,Texas
2018-12-17,13.3,6.7,21.1,0.0,0.0,290.0,1.4,,1023.7,,Austin,Texas
2018-12-18,11.0,3.3,17.8,0.5,0.0,157.0,3.2,,1018.2,,Austin,Texas
2018-12-19,13.6,11.7,16.1,1.5,0.0,89.0,4.0,,1010.6,,Austin,Texas
2018-12-20,13.6,10.0,18.3,0.0,0.0,318.0,13.0,,1015.9,,Austin,Texas
2018-12-21,11.7,5.0,19.4,0.0,0.0,250.0,7.9,,1017.3,,Austin,Texas
2018-12-22,15.7,7.2,27.2,0.0,0.0,203.0,5.0,,1014.0,,Austin,Texas
2018-12-23,12.7,7.8,17.2,0.0,0.0,5.0,9.4,,1024.4,,Austin,Texas
2018-12-24,9.8,2.2,16.1,0.0,0.0,112.0,1.8,,1022.9,,Austin,Texas
2018-12-25,18.1,15.0,23.3,0.3,0.0,147.0,8.6,,1017.3,,Austin,Texas
2018-12-26,18.7,11.7,21.1,46.5,0.0,148.0,17.3,,1009.7,,Austin,Texas
2018-12-27,14.6,9.4,21.1,17.0,0.0,295.0,6.8,,1008.9,,Austin,Texas
2018-12-28,8.5,4.4,12.8,0.0,0.0,15.0,11.9,,1018.9,,Austin,Texas
2018-12-29,6.6,5.6,8.3,0.0,0.0,1.0,12.6,,1024.1,,Austin,Texas
2018-12-30,4.8,3.3,5.6,6.6,0.0,6.0,5.8,,1018.3,,Austin,Texas
2018-12-31,9.7,4.4,17.8,1.3,0.0,251.0,2.9,,1013.2,,Austin,Texas
2018-01-01,-1.2,-4.9,2.2,0.0,0.0,1.0,26.3,,1032.6,,Mobile,Alabama
2018-01-02,-2.4,-7.1,5.0,0.0,0.0,9.0,15.8,,1032.5,,Mobile,Alabama
2018-01-03,1.6,-0.5,7.2,0.0,0.0,334.0,13.3,,1024.6,,Mobile,Alabama
2018-01-04,1.2,-3.8,7.8,0.0,0.0,325.0,11.5,,1025.3,,Mobile,Alabama
2018-01-05,1.8,-3.2,10.6,0.0,0.0,353.0,5.8,,1029.5,,Mobile,Alabama
2018-01-06,4.0,-3.2,14.4,0.0,0.0,,6.8,,1030.4,,Mobile,Alabama
2018-01-07,6.8,1.7,14.4,0.8,0.0,95.0,18.4,,1026.6,,Mobile,Alabama
2018-01-08,11.1,1.7,16.1,48.0,0.0,103.0,18.0,,1016.0,,Mobile,Alabama
2018-01-09,14.5,12.8,17.8,0.0,0.0,48.0,13.7,,1017.9,,Mobile,Alabama
2018-01-10,16.5,13.3,21.1,0.0,0.0,102.0,16.6,,1017.5,,Mobile,Alabama
2018-01-11,18.9,17.2,21.7,1.0,0.0,132.0,18.4,,1012.6,,Mobile,Alabama
2018-01-12,13.3,0.0,17.8,2.5,0.0,303.0,18.0,,1012.5,,Mobile,Alabama
2018-01-13,1.1,-1.6,3.9,0.0,0.0,344.0,23.0,,1028.8,,Mobile,Alabama
2018-01-14,1.2,-3.8,10.6,0.0,0.0,,11.2,,1033.1,,Mobile,Alabama
2018-01-15,4.6,-2.7,15.0,0.0,0.0,,5.4,,1030.2,,Mobile,Alabama
2018-01-16,5.9,-3.2,9.4,0.5,0.0,,17.3,,1030.3,,Mobile,Alabama
2018-01-17,-2.8,-8.2,1.7,1.5,0.0,351.0,23.4,,1034.6,,Mobile,Alabama
2018-01-18,-2.0,-8.2,7.8,0.0,0.0,,9.4,,1032.8,,Mobile,Alabama
2018-01-19,2.6,-4.9,15.6,0.0,0.0,,2.5,,1027.5,,Mobile,Alabama
2018-01-20,8.8,1.1,19.4,0.0,0.0,,10.1,,1024.8,,Mobile,Alabama
2018-01-21,13.2,5.6,21.7,0.0,0.0,,12.6,,1021.6,,Mobile,Alabama
2018-01-22,16.6,12.8,22.2,4.8,0.0,171.0,13.3,,1014.9,,Mobile,Alabama
2018-01-23,13.6,6.7,18.3,0.0,0.0,313.0,12.2,,1020.1,,Mobile,Alabama
2018-01-24,9.1,2.2,15.0,0.0,0.0,2.0,13.0,,1027.9,,Mobile,Alabama
2018-01-25,8.1,0.0,18.3,0.0,0.0,33.0,11.2,,1031.4,,Mobile,Alabama
2018-01-26,11.2,7.2,18.9,0.0,0.0,96.0,17.3,,1029.7,,Mobile,Alabama
2018-01-27,15.7,13.9,18.3,25.7,0.0,90.0,18.4,,1024.1,,Mobile,Alabama
2018-01-28,16.9,15.0,20.0,5.6,0.0,23.0,14.0,,1018.9,,Mobile,Alabama
2018-01-29,14.8,7.8,18.3,0.0,0.0,339.0,19.4,,1022.7,,Mobile,Alabama
2018-01-30,7.3,0.0,12.2,0.0,0.0,1.0,17.3,,1028.9,,Mobile,Alabama
2018-01-31,7.3,-0.5,18.3,0.0,0.0,122.0,11.5,,1024.4,,Mobile,Alabama
2018-02-01,15.3,10.0,22.8,0.0,0.0,,7.2,,1020.2,,Mobile,Alabama
2018-02-02,12.7,3.3,16.1,0.5,0.0,7.0,22.7,,1027.3,,Mobile,Alabama
2018-02-03,6.7,1.1,12.8,0.5,0.0,91.0,15.5,,1024.3,,Mobile,Alabama
2018-02-04,16.1,10.6,20.6,17.5,0.0,292.0,15.5,,1014.7,,Mobile,Alabama
2018-02-05,12.2,5.6,19.4,0.0,0.0,86.0,8.3,,1022.0,,Mobile,Alabama
2018-02-06,14.2,11.1,18.9,6.6,0.0,123.0,13.0,,1022.5,,Mobile,Alabama
2018-02-07,19.6,7.2,25.6,6.9,0.0,280.0,17.6,,1021.4,,Mobile,Alabama
2018-02-08,10.3,5.0,18.3,0.8,0.0,24.0,17.3,,1028.2,,Mobile,Alabama
2018-02-09,14.2,10.6,20.6,0.0,0.0,111.0,14.4,,1023.4,,Mobile,Alabama
2018-02-10,18.2,16.1,22.2,51.3,0.0,142.0,14.4,,1016.7,,Mobile,Alabama
2018-02-11,18.9,16.1,20.0,39.6,0.0,146.0,11.5,,1015.9,,Mobile,Alabama
2018-02-12,13.6,8.3,16.1,0.5,0.0,6.0,16.9,,1026.0,,Mobile,Alabama
2018-02-13,13.6,8.3,25.0,0.0,0.0,,7.6,,1030.8,,Mobile,Alabama
2018-02-14,18.8,15.6,22.8,0.0,0.0,137.0,15.8,,1028.3,,Mobile,Alabama
2018-02-15,21.0,18.9,26.7,0.0,0.0,176.0,14.4,,1023.3,,Mobile,Alabama
2018-02-16,21.6,17.8,27.8,0.0,0.0,232.0,10.4,,1020.5,,Mobile,Alabama
2018-02-17,21.5,18.3,26.7,0.0,0.0,221.0,12.2,,1020.3,,Mobile,Alabama
2018-02-18,20.1,16.1,26.7,0.0,0.0,129.0,9.7,,1021.9,,Mobile,Alabama
2018-02-19,21.2,17.8,26.7,0.0,0.0,138.0,20.2,,1022.3,,Mobile,Alabama
2018-02-20,22.4,19.4,26.1,0.3,0.0,138.0,21.6,,1023.2,,Mobile,Alabama
2018-02-21,22.8,21.7,26.7,3.6,0.0,144.0,21.2,,1025.1,,Mobile,Alabama
2018-02-22,23.2,20.6,27.2,0.0,0.0,150.0,16.9,,1027.0,,Mobile,Alabama
2018-02-23,21.8,18.3,26.7,0.3,0.0,139.0,16.2,,1025.0,,Mobile,Alabama
2018-02-24,23.1,21.1,27.2,0.0,0.0,162.0,18.4,,1019.3,,Mobile,Alabama
2018-02-25,20.6,16.1,22.2,3.8,0.0,111.0,12.2,,1018.8,,Mobile,Alabama
2018-02-26,18.3,15.6,23.3,20.8,0.0,26.0,14.8,,1021.4,,Mobile,Alabama
2018-02-27,18.4,13.3,25.0,0.0,0.0,102.0,15.5,,1023.3,,Mobile,Alabama
2018-02-28,22.2,19.4,27.8,0.0,0.0,173.0,17.3,,1016.4,,Mobile,Alabama
2018-03-01,23.1,15.0,27.8,1.0,0.0,243.0,16.9,,1014.9,,Mobile,Alabama
2018-03-02,17.0,9.4,22.8,0.0,0.0,6.0,16.2,,1023.5,,Mobile,Alabama
2018-03-03,14.2,5.0,24.4,0.0,0.0,26.0,9.4,,1024.0,,Mobile,Alabama
2018-03-04,14.4,7.2,24.4,0.0,0.0,,9.0,,1021.8,,Mobile,Alabama
2018-03-05,16.6,10.6,24.4,0.0,0.0,,11.5,,1016.5,,Mobile,Alabama
2018-03-06,18.4,11.7,21.1,13.7,0.0,285.0,13.0,,1013.2,,Mobile,Alabama
2018-03-07,12.4,6.7,16.1,0.0,0.0,320.0,15.1,,1019.0,,Mobile,Alabama
2018-03-08,9.1,0.6,17.2,0.0,0.0,322.0,9.4,,1021.8,,Mobile,Alabama
2018-03-09,10.4,1.1,19.4,0.0,0.0,,8.3,,1020.2,,Mobile,Alabama
2018-03-10,15.4,11.1,23.9,2.3,0.0,134.0,13.3,,1014.5,,Mobile,Alabama
2018-03-11,18.1,15.0,23.9,17.8,0.0,258.0,10.1,,1011.3,,Mobile,Alabama
2018-03-12,13.2,7.2,16.7,0.0,0.0,334.0,23.8,,1018.3,,Mobile,Alabama
2018-03-13,10.0,3.9,16.7,0.0,0.0,340.0,12.2,,1022.2,,Mobile,Alabama
2018-03-14,10.2,0.6,18.9,0.0,0.0,,9.0,,1023.1,,Mobile,Alabama
2018-03-15,10.4,0.6,20.6,0.0,0.0,,9.0,,1021.0,,Mobile,Alabama
2018-03-16,13.9,8.9,18.9,18.3,0.0,139.0,12.2,,1017.6,,Mobile,Alabama
2018-03-17,20.6,18.9,26.1,0.0,0.0,203.0,14.8,,1015.6,,Mobile,Alabama
2018-03-18,21.0,19.4,25.0,7.4,0.0,185.0,9.0,,1012.2,,Mobile,Alabama
2018-03-19,22.1,20.0,27.8,0.3,0.0,219.0,14.4,,1005.7,,Mobile,Alabama
2018-03-20,19.4,8.9,21.7,0.0,0.0,288.0,15.5,,1007.7,,Mobile,Alabama
2018-03-21,12.7,6.7,20.6,0.0,0.0,293.0,13.7,,1018.6,,Mobile,Alabama
2018-03-22,13.2,4.4,21.7,0.0,0.0,355.0,9.7,,1026.5,,Mobile,Alabama
2018-03-23,13.9,6.1,22.8,0.0,0.0,,10.8,,1025.0,,Mobile,Alabama
2018-03-24,18.2,13.3,24.4,0.0,0.0,177.0,18.0,,1018.4,,Mobile,Alabama
2018-03-25,21.2,17.8,27.8,0.0,0.0,222.0,10.1,,1016.1,,Mobile,Alabama
2018-03-26,19.2,16.1,20.0,0.0,0.0,118.0,18.4,,1021.4,,Mobile,Alabama
2018-03-27,17.7,13.9,23.3,0.0,0.0,110.0,21.6,,1023.1,,Mobile,Alabama
2018-03-28,21.1,18.9,24.4,0.0,0.0,137.0,22.0,,1018.0,,Mobile,Alabama
2018-03-29,21.4,15.6,27.2,33.5,0.0,150.0,18.4,,1013.7,,Mobile,Alabama
2018-03-30,17.7,11.1,23.3,0.0,0.0,351.0,13.3,,1020.8,,Mobile,Alabama
2018-03-31,15.8,8.3,24.4,0.0,0.0,70.0,9.0,,1023.4,,Mobile,Alabama
2018-04-01,16.3,8.3,25.6,0.0,0.0,,7.6,,1019.5,,Mobile,Alabama
2018-04-02,19.9,16.7,27.8,0.0,0.0,,10.8,,1015.9,,Mobile,Alabama
2018-04-03,23.2,21.1,27.8,0.0,0.0,178.0,18.7,,1014.4,,Mobile,Alabama
2018-04-04,19.6,8.9,22.8,6.1,0.0,334.0,15.1,,1018.8,,Mobile,Alabama
2018-04-05,14.0,6.7,22.8,0.0,0.0,57.0,8.3,,1021.5,,Mobile,Alabama
2018-04-06,16.2,8.3,24.4,0.0,0.0,,12.6,,1015.2,,Mobile,Alabama
2018-04-07,19.1,7.8,21.7,28.2,0.0,297.0,15.5,,1010.0,,Mobile,Alabama
2018-04-08,10.1,5.6,15.6,0.0,0.0,57.0,12.2,,1013.8,,Mobile,Alabama
2018-04-09,16.7,13.3,25.0,0.0,0.0,0.0,11.2,,1014.5,,Mobile,Alabama
2018-04-10,19.8,14.4,25.6,0.0,0.0,351.0,14.0,,1019.3,,Mobile,Alabama
2018-04-11,17.2,8.3,26.1,0.0,0.0,349.0,9.4,,1022.1,,Mobile,Alabama
